video_id,word_count,sentence_count,char_count,avg_word_length,avg_sentence_length,unique_word_count,vocab_diversity,stopword_ratio,filler_word_count,filler_word_ratio,question_mark_count,question_ratio,exclamation_count,flesch_reading_ease,flesch_kincaid_grade,automated_readability_index,long_word_count,long_word_ratio,number_count,number_ratio,capital_ratio
jXQmVFcOiUI,95,7,567,4.810526315789474,13.571428571428571,69,0.7263157894736842,0.42105263157894735,0,0.0,0,0.0,0,53.24736842105264,9.203909774436095,8.806556390977441,22,0.23157894736842105,0,0.0,0.06701940035273368
kj63uF0RhW8,230,8,1246,4.334782608695652,28.75,119,0.5173913043478261,0.44782608695652176,3,0.013043478260869565,0,0.0,0,58.11027173913044,12.296413043478264,13.771391304347823,33,0.14347826086956522,0,0.0,0.012841091492776886
5HjbZAbB-Lg,194,6,1098,4.577319587628866,32.333333333333336,115,0.5927835051546392,0.41237113402061853,1,0.005154639175257732,0,0.0,0,43.62800687285224,15.20659793814433,16.708573883161513,39,0.20103092783505155,0,0.0,0.017304189435336976
KB73TD4xQ8Y,114,5,770,5.631578947368421,22.8,79,0.6929824561403509,0.34210526315789475,0,0.0,0,0.0,0,18.69399336283186,17.6699778761062,20.12137168141593,41,0.35964912280701755,1,0.008771929824561403,0.02207792207792208
BmDybDBTe7o,218,10,1188,4.371559633027523,21.8,135,0.6192660550458715,0.41743119266055045,0,0.0,0,0.0,0,60.50000704225356,10.112305164319249,10.80197183098592,43,0.19724770642201836,2,0.009174311926605505,0.030303030303030304
XwOdPYlyqXA,332,18,1862,4.539156626506024,18.444444444444443,138,0.41566265060240964,0.45481927710843373,0,0.0,0,0.0,0,61.19409090909092,10.189393939393941,11.45009090909091,61,0.18373493975903615,0,0.0,0.014500537056928034
3OMgvtWNHp4,2336,137,12082,3.9982876712328768,17.05109489051095,590,0.2525684931506849,0.5068493150684932,3,0.0012842465753424657,11,0.08029197080291971,1,77.80307762721287,6.835445347107573,7.020586130743485,325,0.1391267123287671,10,0.004280821917808219,0.0236715775533852
3paDwuRQP1w,1236,57,7336,4.796925566343042,21.68421052631579,470,0.3802588996763754,0.4401294498381877,5,0.0040453074433656954,0,0.0,0,47.34362377850164,12.103510935318756,12.965385062819912,307,0.2483818770226537,2,0.0016181229773462784,0.008451472191930208
kCQqLNiO0mk,359,20,2002,4.4094707520891365,17.95,165,0.4596100278551532,0.46518105849582175,2,0.005571030640668524,0,0.0,0,65.5877613253189,8.805131212432197,9.013444715330557,54,0.15041782729805014,1,0.002785515320334262,0.027472527472527472
WTF9xgqLIvI,833,81,4297,3.883553421368547,10.283950617283951,225,0.27010804321728693,0.5162064825930373,15,0.01800720288115246,7,0.08641975308641975,2,87.63471912955465,3.7556756072874506,3.606561908368043,88,0.1056422569027611,0,0.0,0.02210844775424715
x8UZQkN52o4,692,85,4133,4.546242774566474,8.141176470588235,354,0.5115606936416185,0.3352601156069364,4,0.005780346820809248,15,0.17647058823529413,5,73.77728304947287,5.670038234271811,5.896425969294821,154,0.22254335260115607,4,0.005780346820809248,0.7461892088071619
1YEgMQ1xxzQ,131,4,727,4.488549618320611,32.75,83,0.6335877862595419,0.45038167938931295,1,0.007633587786259542,0,0.0,0,46.370849236641234,14.927538167938934,16.409656488549622,25,0.19083969465648856,2,0.015267175572519083,0.017881705639614855
fcxbB7ybUfs,657,18,3272,3.9254185692541856,36.5,175,0.2663622526636225,0.528158295281583,3,0.0045662100456621,0,0.0,0,51.24750627897993,16.157131955177743,17.905380602782074,73,0.1111111111111111,20,0.030441400304414,0.011613691931540342
YgyeyooSz0g,182,6,1032,4.521978021978022,30.333333333333332,85,0.46703296703296704,0.489010989010989,1,0.005494505494505495,0,0.0,0,45.427985347985356,14.458681318681318,15.759798534798534,39,0.21428571428571427,0,0.0,0.014534883720930232
1dWsw38VDjY,236,17,1247,4.127118644067797,13.882352941176471,129,0.5466101694915254,0.4364406779661017,0,0.0,0,0.0,0,78.25333333333334,6.2365957446808515,6.3911484593837535,39,0.1652542372881356,5,0.0211864406779661,0.03929430633520449
9Jyr5laC8mg,224,10,1266,4.5625,22.4,126,0.5625,0.42410714285714285,0,0.0,0,0.0,0,57.5766785714286,10.793321428571428,11.700937500000002,55,0.24553571428571427,1,0.004464285714285714,0.016587677725118485
teQqaAmqqx0,89,5,547,5.056179775280899,17.8,58,0.651685393258427,0.47191011235955055,0,0.0,0,0.0,0,58.54103370786518,9.516044943820226,11.760898876404497,27,0.30337078651685395,0,0.0,0.04204753199268738
O2ShYliS3CU,434,18,2353,4.324884792626728,24.11111111111111,207,0.4769585253456221,0.4608294930875576,3,0.0069124423963133645,0,0.0,0,57.342892922196214,11.154406713505079,11.686778558417906,75,0.1728110599078341,2,0.004608294930875576,0.014449638759031025
0eTibWQdO5M,171,11,934,4.315789473684211,15.545454545454545,95,0.5555555555555556,0.49122807017543857,0,0.0,1,0.09090909090909091,0,76.2774162679426,6.48208399787347,7.3862360446571,29,0.1695906432748538,1,0.005847953216374269,0.013918629550321198
CuF-UOcAFG8,294,4,1590,4.299319727891157,73.5,151,0.5136054421768708,0.4523809523809524,5,0.017006802721088437,0,0.0,0,11.19032473309609,29.150560498220646,35.55808510638298,53,0.18027210884353742,4,0.013605442176870748,0.027044025157232705
MyDLelMxt-A,385,19,2171,4.558441558441558,20.263157894736842,149,0.38701298701298703,0.4727272727272727,3,0.007792207792207792,0,0.0,0,58.09680856299212,11.071678149606303,12.616958661417321,78,0.2025974025974026,4,0.01038961038961039,0.010133578995854445
VAXhC2U9-2A,105,8,733,5.828571428571428,13.125,75,0.7142857142857143,0.3047619047619048,0,0.0,0,0.0,0,15.904640776699068,16.15856310679612,17.724466019417477,44,0.41904761904761906,2,0.01904761904761905,0.03274215552523874
JKueLneBoik,75,10,397,4.16,7.5,49,0.6533333333333333,0.37333333333333335,0,0.0,0,0.0,4,92.34466666666667,2.4493333333333354,3.021066666666666,10,0.13333333333333333,4,0.05333333333333334,0.03526448362720403
